Welcome to SHARC!

         41793450 function calls (41758184 primitive calls) in 87.491 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        7    0.000    0.000    0.000    0.000 core.py:5904(__add__)
     1212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 topology_single_base_station.py:15(TopologySingleBaseStation)
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
       22    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
       32    0.000    0.000    0.000    0.000 arraypad.py:458(_as_pairs)
      147    0.000    0.000    0.000    0.000 TiffTags.py:27(__new__)
        1    0.000    0.000    0.000    0.000 propagation_uma.py:18(PropagationUMa)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 propagation_indoor.py:20(PropagationIndoor)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
       84    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _bunch.py:5(_validate_names)
        7    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 topology_imt_mss_dc.py:26(TopologyImtMssDc)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
       45    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 propagation_free_space.py:16(PropagationFreeSpace)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
       48    0.000    0.000    0.000    0.000 lapack.py:864(backtickrepl)
      134    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sindex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
       13    0.000    0.000    0.000    0.000 cast.py:1157(maybe_infer_to_datetimelike)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1107(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:442(__iadd__)
        5    0.000    0.000    0.000    0.000 __init__.py:1645(makeRecord)
      950    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       64    0.000    0.000    0.000    0.000 _decorators.py:443(__call__)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
       26    0.000    0.000    0.000    0.000 generic.py:339(_from_mgr)
       13    0.000    0.000    0.000    0.000 managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
        1    0.000    0.000    0.000    0.000 unicode.py:128(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 propagation_ter_simple.py:18(PropagationTerSimple)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       10    0.000    0.000    0.000    0.000 spectral_mask_3gpp.py:104(get_emission_limits)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumerations.py:31(StationType)
       13    0.000    0.000    0.000    0.000 construction.py:638(_extract_index)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       13    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.000    0.000 propagation_abg.py:16(PropagationABG)
       85    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
      526    0.000    0.000    0.000    0.000 typing.py:2534(final)
       18    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
      624    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
       13    0.000    0.000    0.000    0.000 format.py:544(_initialize_justify)
        1    0.000    0.000    0.000    0.000 multilinestring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameters_indoor.py:7(ParametersIndoor)
      226    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:1(<module>)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:571(get_cachedir)
       16    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       22    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _vertex.py:1(<module>)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 widgets.py:3738(LassoSelector)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
       65    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _interpolate.py:499(__init__)
        1    0.000    0.000    0.000    0.000 _covariance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3056(ToolHandles)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:298(__init__)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
       10    0.000    0.000    0.000    0.000 antenna_omni.py:21(calculate_gain)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        3    0.000    0.000    0.000    0.000 parameters_antenna_s1528.py:68(set_external_parameters)
       44    0.000    0.000    0.000    0.000 results.py:547(copy)
       26    0.000    0.000    0.000    0.000 common.py:248(stringify_path)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        1    0.000    0.000    0.000    0.000 _enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4535(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 ExifTags.py:360(LightSource)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
     1876    0.000    0.000    0.000    0.000 __init__.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       96    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(ParseBaseException)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
       52    0.000    0.000    0.000    0.000 calendar.py:102(__getitem__)
       57    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
       75    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:121(__getitem__)
      919    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
      459    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        7    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 model.py:142(set_elapsed_time)
        1    0.000    0.000    0.000    0.000 _multivariate.py:388(__init__)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        2    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 _multivariate.py:5014(__init__)
       10    0.000    0.000    0.000    0.000 thread_simulation.py:38(is_stopped)
        2    0.000    0.000    0.000    0.000 textwrap.py:238(_wrap_chunks)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      624    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
    21/20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.000    0.000 widgets.py:3814(PolygonSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:1(<module>)
       22    0.000    0.000    0.000    0.000 decorators.py:11(__init__)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
      154    0.000    0.000    0.000    0.000 core.py:790(preParse)
      365    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      117    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
       13    0.000    0.000    0.000    0.000 blocks.py:274(make_block)
      822    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
      124    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
      328    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
        5    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
       44    0.000    0.000    0.000    0.000 core.py:3986(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
       75    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       98    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
       31    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       21    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 model.py:132(finalize)
        1    0.000    0.000    0.000    0.000 version.py:36(_Version)
       13    0.000    0.000    0.000    0.000 managers.py:2246(_stack_arrays)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      281    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       16    0.000    0.000    0.000    0.000 arraypad.py:86(_pad_simple)
       77    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       78    0.000    0.000    0.000    0.000 util.py:113(set_)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       26    0.000    0.000    0.000    0.000 base.py:5144(_values)
      216    0.000    0.000    0.000    0.000 _docscrape.py:425(_str_header)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       98    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
       10    0.000    0.000    0.000    0.000 propagation_free_space.py:76(get_free_space_loss)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 topology_factory.py:22(createTopology)
        1    0.000    0.000    0.000    0.000 period.py:121(PeriodArray)
        1    0.000    0.000    0.000    0.000 _multiarray_umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sysconfig.py:273(_subst_vars)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       65    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 datum.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      110    0.000    0.000    0.000    0.000 fromnumeric.py:1491(squeeze)
        1    0.000    0.000    0.000    0.000 logging.py:16(setup_logging)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 parameters_antenna_imt.py:72(load_subparameters)
      113    0.000    0.000    0.000    0.000 __editable___sharc_0_0_1_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
